timestamp,action,shares,current_price,predicted_price,profit_loss
2025-02-03 12:00:00+00:00,BUY,643,15.545,15.50217445858889,
2025-02-06 16:00:00+00:00,SELL,643,14.725,14.59408856405952,-527.2600000000002
2025-02-07 12:00:00+00:00,BUY,624,15.16,14.675201860115385,
2025-02-14 12:00:00+00:00,SELL,624,16.165,15.259842708601902,627.1199999999994
2025-02-25 12:00:00+00:00,BUY,735,13.74,14.524064438672468,
2025-03-04 12:00:00+00:00,SELL,735,12.51,13.629823088675618,-904.0500000000003
2025-03-05 12:00:00+00:00,BUY,700,13.13,13.046419476247618,
2025-03-06 16:00:00+00:00,SELL,700,12.46,12.977363408452568,-468.99999999999994
2025-03-07 12:00:00+00:00,BUY,714,12.22,12.694815313239479,
2025-03-11 12:00:00+00:00,SELL,714,11.21,12.793436234738436,-721.1399999999999
2025-03-12 12:00:00+00:00,BUY,682,11.73,11.641325684443029,
2025-03-24 12:00:00+00:00,SELL,682,13.485,12.86959312914942,1196.9099999999994
2025-04-03 12:00:00+00:00,BUY,836,11.005,12.460463060762047,
2025-04-04 12:00:00+00:00,SELL,836,9.405,10.633071769121143,-1337.6000000000013
2025-04-07 12:00:00+00:00,BUY,809,9.72,9.768460069381334,
2025-04-09 16:00:00+00:00,SELL,809,11.38,9.420235372006282,1342.94
2025-04-10 12:00:00+00:00,BUY,878,10.48,11.279901319690094,
2025-04-22 12:00:00+00:00,SELL,878,11.26,10.669603162693639,684.8399999999995
2025-05-29 16:00:00+00:00,BUY,751,13.17,12.916843628278567,
2025-06-02 12:00:00+00:00,SELL,751,13.53,13.17402098003112,270.35999999999956
2025-11-07 12:00:00+00:00,BUY,384,26.435,22.58268988676384,
2025-11-10 12:00:00+00:00,SELL,384,29.755,22.942927399566784,1274.88
2025-11-18 12:00:00+00:00,BUY,435,26.28,22.127394901288923,
2025-11-20 20:00:00+00:00,SELL,435,24.62,21.942526110998344,-722.1
2025-11-21 12:00:00+00:00,BUY,450,23.785,22.025388907584613,
2025-11-24 12:00:00+00:00,SELL,450,26.735,22.552058055176325,1327.4999999999998
